id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
7308,Gray,Oscar,Lee,,,,1865-07-02,M,rep,AL,1,,Democrat,,,,,,,,,,,,G000401,,,,,,404751,,,,3770,Oscar Lee Gray
7309,Gregg,Alexander,White,,,,1855-01-31,M,rep,TX,7,,Democrat,,,,,,,,,,,,G000441,,,,,,404788,,,,3804,Alexander W. Gregg
7310,Griffin,Daniel,Joseph,,,,1880-03-26,M,rep,NY,8,,Democrat,,,,,,,,,,,,G000460,,,,,,404805,,,,3819,Daniel J. Griffin
7311,Hamilton,Charles,Mann,,,,1874-01-23,M,rep,NY,43,,Republican,,,,,,,,,,,,H000104,,,,,,404986,,,,3985,Charles Mann Hamilton
7312,Hamlin,Courtney,Walker,,,,1858-10-27,M,rep,MO,7,,Democrat,,,,,,,,,,,,H000119,,,,,,405001,,,,3999,Courtney W. Hamlin
7313,Hayes,Everis,Anson,,,,1855-03-10,M,rep,CA,8,,Republican,,,,,,,,,,,,H000389,,,,,,405257,,,,4230,Everis A. Hayes
7314,Heaton,Robert,Douglas,,,,1873-07-01,M,rep,PA,12,,Republican,,,,,,,,,,,,H000433,,,,,,405299,,,,4271,Robert Douglas Heaton
7315,Heintz,Victor,,,,,1876-11-20,M,rep,OH,2,,Republican,,,,,,,,,,,,H000455,,,,,,405320,,,,4286,Victor Heintz
7316,Helgesen,Henry,Thomas,,,,1857-06-26,M,rep,ND,1,,Republican,,,,,,,,,,,,H000459,,,,,,405324,,,,4289,Henry Thomas Helgesen
7317,Helvering,Guy,Tresillian,,,,1878-01-10,M,rep,KS,5,,Democrat,,,,,,,,,,,,H000466,,,,,,405329,,,,4294,Guy T. Helvering
7318,Hensley,Walter,Lewis,,,,1871-09-03,M,rep,MO,13,,Democrat,,,,,,,,,,,,H000522,,,,,,405385,,,,4347,Walter Lewis Hensley
7319,Hill,Ebenezer,J.,,,,1845-08-04,M,rep,CT,4,,Republican,,,,,,,,,,,,H000591,,,,,,405453,,,,4409,Ebenezer J. Hill
7320,Hilliard,Benjamin,Clark,,,,1868-01-09,M,rep,CO,1,,Democrat,,,,,,,,,,,,H000620,,,,,,405479,,,,4435,Benjamin C. Hilliard
7321,Hitchcock,Gilbert,Monell,,,,1859-09-18,M,sen,NE,,1,Democrat,,,,,,,,,,,,H000645,,,,,,405500,,,,4454,Gilbert Hitchcock
7322,Hollingsworth,David,Adams,,,,1844-11-21,M,rep,OH,18,,Republican,,,,,,,,,,,,H000726,,,,,,405577,,,,4524,David Hollingsworth
7323,Hood,George,Ezekial,,,,1875-01-25,M,rep,NC,3,,Democrat,,,,,,,,,,,,H000755,,,,,,405606,,,,4550,George E. Hood
7324,Houston,William,Cannon,,,,1852-03-17,M,rep,TN,5,,Democrat,,,,,,,,,,,,H000829,,,,,,405676,,,,4617,William C. Houston
7325,Howard,William,Schley,,,,1875-06-29,M,rep,GA,5,,Democrat,,,,,,,,,,,,H000849,,,,,,405696,,,,4636,William S. Howard
7326,Hulbert,George,Murray,,,,1881-05-14,M,rep,NY,21,,Democrat,,,,,,,,,,,,H000934,,,,,,405779,,,,4711,George Murray Hulbert
7327,Jones,William,Atkinson,,,,1849-03-21,M,rep,VA,1,,Democrat,,,,,,,,,,,,J000259,,,,,,406151,,,,5067,William Atkinson Jones
7328,Keating,Edward,,,,,1875-07-09,M,rep,CO,3,,Democrat,,,,,,,,,,,,K000035,,,,,,406205,,,,5115,Edward Keating
7329,Kehoe,James,Walter,,,,1870-04-25,M,rep,FL,3,,Democrat,,,,,,,,,,,,K000046,,,,,,406216,,,,5124,Walter Kehoe
7330,Kellogg,Frank,Billings,,,,1856-12-22,M,sen,MN,,1,Republican,,,,,,,,,,,,K000065,,,,,,406235,,,,5143,Frank B. Kellogg
7331,Key,John,Alexander,,,,1871-12-30,M,rep,OH,8,,Democrat,,,,,,,,,,,,K000157,,,,,,406321,,,,5223,John A. Key
7332,Knox,Philander,Chase,,,,1853-05-06,M,sen,PA,,1,Republican,,,,,,,,,,,,K000296,,,,,,406452,,,,5347,Philander C. Knox
7333,La Follette,William,Leroy,,,,1860-11-30,M,rep,WA,4,,Republican,,,,,,,,,,,,L000006,,,,,,406516,,,,5403,William La Follette
7334,Littlepage,Adam,Brown,,,,1859-04-14,M,rep,WV,6,,Democrat,,,,,,,,,,,,L000358,,,,,,406850,,,,5708,Adam Brown Littlepage
7335,Lobeck,Charles,Otto,,,,1852-04-06,M,rep,NE,2,,Democrat,,,,,,,,,,,,L000385,,,,,,406877,,,,5730,Charles O. Lobeck
7336,Lunn,George,Richard,,,,1873-06-23,M,rep,NY,30,,Democrat,,,,,,,,,,,,L000518,,,,,,407003,,,,5841,George R. Lunn
7337,Martin,Charles,,,,,1856-05-20,M,rep,IL,4,,Democrat,,,,,,,,,,,,M000170,,,,,,407192,,,,6016,Charles Martin (Illinois politician)
7338,McCumber,Porter,James,,,,1858-02-03,M,sen,ND,,1,Republican,,,,,,,,,,,,M000397,,,,,,407398,,,,6208,Porter J. McCumber
7339,McLemore,Atkins,Jefferson,,,,1857-03-13,M,rep,TX,-1,,Democrat,,,,,,,,,,,,M000554,,,,,,407546,,,,6342,A. Jeff McLemore
7340,Meeker,Jacob,Edwin,,,,1878-10-07,M,rep,MO,10,,Republican,,,,,,,,,,,,M000629,,,,,,407616,,,,6404,Jacob Edwin Meeker
7341,Miller,Clarence,Benjamin,,,,1872-03-13,M,rep,MN,8,,Republican,,,,,,,,,,,,M000717,,,,,,407699,,,,6476,Clarence B. Miller
7342,Myers,Henry,Lee,,,,1862-10-09,M,sen,MT,,1,Democrat,,,,,,,,,,,,M001129,,,,,,408091,,,,6837,Henry L. Myers
7343,New,Harry,Stewart,,,,1858-12-31,M,sen,IN,,1,Republican,,,,,,,,,,,,N000059,,,,,,408147,,,,6887,Harry Stewart New
7344,Norton,Patrick,Daniel,,,,1876-05-17,M,rep,ND,3,,Republican,,,,,,,,,,,,N000156,,,,,,408238,,,,6975,Patrick Daniel Norton
7345,O’Shaunessy,George,Francis,,,,1868-05-01,M,rep,RI,1,,Democrat,,,,,,,,,,,,O000117,,,,,,408309,,,,7098,George F. O'Shaunessy
7346,Oliver,Daniel,Charles,,,,1865-10-06,M,rep,NY,23,,Democrat,,,,,,,,,,,,O000071,,,,,,408344,,,,7058,Daniel C. Oliver
7347,Overmyer,Arthur,Warren,,,,1879-05-31,M,rep,OH,13,,Democrat,,,,,,,,,,,,O000141,,,,,,408392,,,,7121,Arthur W. Overmyer
7348,Page,Carroll,Smalley,,,,1843-01-10,M,sen,VT,,1,Republican,,,,,,,,,,,,P000014,,,,,,408425,,,,7152,Carroll S. Page
7349,Poindexter,Miles,,,,,1868-04-22,M,sen,WA,,1,Republican,,,,,,,,,,,,P000403,,,,,,408796,,,,7502,Miles Poindexter
7350,Polk,Albert,Fawcett,,,,1869-10-11,M,rep,DE,0,,Democrat,,,,,,,,,,,,P000407,,,,,,408800,,,,7505,Albert F. Polk
7351,Pomerene,Atlee,,,,,1863-12-06,M,sen,OH,,1,Democrat,,,,,,,,,,,,P000420,,,,,,408812,,,,7516,Atlee Pomerene
7352,Powers,Caleb,,,,,1869-02-01,M,rep,KY,11,,Republican,,,,,,,,,,,,P000487,,,,,,408872,,,,7577,Caleb Powers
7353,Pratt,Harry,Hayt,,,,1864-11-11,M,rep,NY,37,,Republican,,,,,,,,,,,,P000500,,,,,,408885,,,,7590,Harry H. Pratt
7354,Price,Jesse,Dashiell,,,,1863-08-15,M,rep,MD,1,,Democrat,,,,,,,,,,,,P000527,,,,,,408911,,,,7614,Jesse Price
7355,Roberts,Edwin,Ewing,,,,1870-12-12,M,rep,NV,0,,Republican,,,,,,,,,,,,R000309,,,,,,409280,,,,7950,Edwin E. Roberts
7356,Rowland,Charles,Hedding,,,,1860-12-20,M,rep,PA,21,,Republican,,,,,,,,,,,,R000480,,,,,,409441,,,,8096,Charles Hedding Rowland
7357,Russell,Joseph,James,,,,1854-08-23,M,rep,MO,14,,Democrat,,,,,,,,,,,,R000533,,,,,,409490,,,,8135,Joseph J. Russell
7358,Scott,George,Cromwell,,,,1864-08-08,M,rep,IA,11,,Republican,,,,,,,,,,,,S000170,,,,,,409676,,George Cromwell Scott,,8297,George Cromwell Scott
7359,Scott,John,Roger Kirkpatrick,,,,1873-07-06,M,rep,PA,-1,,Republican,,,,,,,,,,,,S000180,,,,,,409686,,,,8307,John Roger Kirkpatrick Scott
7360,Shackleford,Dorsey,William,,,,1853-08-27,M,rep,MO,8,,Democrat,,,,,,,,,,,,S000274,,,,,,409774,,,,8390,Dorsey W. Shackleford
7361,Sherley,Joseph,Swagar,,,,1871-11-28,M,rep,KY,5,,Democrat,,,,,,,,,,,,S000343,,,,,,409840,,,,8452,J. Swagar Sherley
7362,Shouse,Jouett,,,,,1879-12-10,M,rep,KS,7,,Democrat,,,,,,,,,,,,S000384,,,,,,409878,,,,8490,Jouett Shouse
7363,Slayden,James,Luther,,,,1853-06-01,M,rep,TX,14,,Democrat,,,,,,,,,,,,S000482,,,,,,409970,,,,8570,James Luther Slayden
7364,Smith,Charles,Bennett,,,,1870-09-14,M,rep,NY,41,,Democrat,,,,,,,,,,,,S000520,,,,,,410004,,,,8605,Charles Bennett Smith
7365,Snook,John,Stout,,,,1862-12-18,M,rep,OH,5,,Democrat,,,,,,,,,,,,S000657,,,,,,410131,,,,8726,John S. Snook
7366,Stephens,Dan,Voorhees,,,,1868-11-04,M,rep,NE,3,,Democrat,,,,,,,,,,,,S000856,,,,,,410319,,,,8887,Dan V. Stephens
7367,Sterling,Bruce,Foster,,,,1870-09-28,M,rep,PA,23,,Democrat,,,,,,,,,,,,S000869,,,,,,410331,,,,8899,Bruce Foster Sterling
7368,Sterling,John,Allen,,,,1857-02-01,M,rep,IL,17,,Republican,,,,,,,,,,,,S000870,,,,,,410332,,,,8900,John Allen Sterling
7369,Sulloway,Cyrus,Adams,,,,1839-06-08,M,rep,NH,1,,Republican,,,,,,,,,,,,S001063,,,,,,410517,,,,9078,Cyrus A. Sulloway
7370,Sutherland,Howard,,,,,1865-09-08,M,sen,WV,,1,Republican,,,,,,,,,,,,S001081,,,,,,410534,,,,9093,Howard Sutherland
7371,Swift,Oscar,William,,,,1869-04-11,M,rep,NY,9,,Republican,,,,,,,,,,,,S001118,,,,,,410570,,,,9126,Oscar W. Swift
7372,Switzer,Robert,Mauck,,,,1863-03-06,M,rep,OH,10,,Republican,,,,,,,,,,,,S001124,,,,,,410576,,,,9131,Robert M. Switzer
7373,Talbott,Joshua,Frederick Cockey,,,,1843-07-29,M,rep,MD,2,,Democrat,,,,,,,,,,,,T000021,,,,,,410611,,,,9163,Joshua Frederick Cockey Talbott
7374,Templeton,Thomas,Weir,,,,1867-11-08,M,rep,PA,11,,Republican,,,,,,,,,,,,T000121,,,,,,410703,,,,9251,Thomas W. Templeton
7375,Townsend,Charles,Elroy,,,,1856-08-15,M,sen,MI,,1,Republican,,,,,,,,,,,,T000330,,,,,,410901,,,,9434,Charles E. Townsend
7376,Waldow,William,Frederick,,,,1882-08-26,M,rep,NY,42,,Republican,,,,,,,,,,,,W000039,,,,,,411219,,,,9729,William F. Waldow
7377,Walker,John,Randall,,,,1874-02-23,M,rep,GA,11,,Democrat,,,,,,,,,,,,W000060,,,,,,411239,,,,9748,John Randall Walker
7378,Walton,William,Bell,,,,1871-01-23,M,rep,NM,1,,Democrat,,,,,,,,,,,,W000117,,,,,,411293,,,,9799,William B. Walton
7379,White,George,,,,,1872-08-21,M,rep,OH,15,,Democrat,,,,,,,,,,,,W000370,,,,,,411531,,,,10023,George White (Ohio politician)
7380,Williams,John,Sharp,,,,1854-07-30,M,sen,MS,,1,Democrat,,,,,,,,,,,,W000521,,,,,,411678,,,,10165,John Sharp Williams
7381,Wolcott,Josiah,Oliver,,,,1877-10-31,M,sen,DE,,1,Democrat,,,,,,,,,,,,W000669,,,,,,411822,,,,10304,Josiah O. Wolcott
7382,Woods,Frank,Plowman,,,,1868-12-11,M,rep,IA,10,,Republican,,,,,,,,,,,,W000721,,,,,,411873,,,,10351,Frank P. Woods
7383,Baird,David,,,,,1839-04-07,M,sen,NJ,,2,Republican,,,,,,,,,,,,B000052,,,,,,401057,,,,354,David Baird Sr.
7384,Benet,Christie,,,,,1879-12-26,M,sen,SC,,2,Democrat,,,,,,,,,,,,B000360,,,,,,401352,,,,624,Christie Benet
7385,Drew,Irving,Webster,,,,1845-01-08,M,sen,NH,,3,Republican,,,,,,,,,,,,D000495,,,,,,403602,,,,2725,Irving W. Drew
7386,Gay,Edward,James,,,,1878-05-05,M,sen,LA,,3,Democrat,,,,,,,,,,,,G000104,,,,,,404476,,,,3512,Edward James Gay (1878–1952)
7387,Guion,Walter,,,,,1849-04-03,M,sen,LA,,3,Democrat,,,,,,,,,,,,G000522,,,,,,404867,,,,3875,Walter Guion
7388,Henderson,Charles,Belknap,,,,1873-06-08,M,sen,NV,,3,Democrat,,,,,,,,,,,,H000477,,,,,,405340,,,,4305,Charles Henderson (Nevada politician)
7389,Martin,George,Brown,,,,1876-08-18,M,sen,KY,,2,Democrat,,,,,,,,,,,,M000181,,,,,,407202,,,,6025,George B. Martin
7390,Mulkey,Frederick,William,,,,1874-01-06,M,sen,OR,,2,Republican,,,,,,,,,,,,M001069,,,,,,408035,,,,6787,Frederick W. Mulkey
7391,Nugent,John,Frost,,,,1868-06-28,M,sen,ID,,3,Democrat,,,,,,,,,,,,N000169,,,,,,408250,,,,6986,John F. Nugent
7392,Pollock,William,Pegues,,,,1870-12-09,M,sen,SC,,2,Democrat,,,,,,,,,,,,P000417,,,,,,408810,,,,7514,William P. Pollock
7393,Wilfley,Xenophon,Pierce,,,,1871-03-18,M,sen,MO,,3,Democrat,,,,,,,,,,,,W000471,,,,,,411628,,,,10116,Xenophon P. Wilfley
7394,Alexander,Joshua,Willis,,,,1852-01-22,M,rep,MO,3,,Democrat,,,,,,,,,,,,A000098,,,,,,400756,,,,86,Joshua W. Alexander
7395,Andrews,William,Noble,,,,1876-11-13,M,rep,MD,1,,Republican,,,,,,,,,,,,A000253,,,,,,400889,,,,203,William Noble Andrews
7396,Babka,John,Joseph,,,,1884-03-16,M,rep,OH,21,,Democrat,,,,,,,,,,,,B000007,,,,,,401013,,,,317,John J. Babka
7397,Baer,John,Miller,,,,1886-03-29,M,rep,ND,1,,Republican,,,,,,,,,,,,B000027,,,,,,401032,,,,333,John Miller Baer
7398,Ball,Lewis,Heisler,,,,1861-09-21,M,sen,DE,,2,Republican,,,,,,,,,,,,B000100,,,,,,401102,,,,395,L. Heisler Ball
7399,Bankhead,John,Hollis,,,,1842-09-13,M,sen,AL,,2,Democrat,,,,,,,,,,,,B000110,,,,,,401111,,,,403,John H. Bankhead
7400,Bee,Carlos,,,,,1867-07-08,M,rep,TX,14,,Democrat,,,,,,,,,,,,B000303,,,,,,401296,,,,573,Carlos Bee
7401,Benson,Carville,Dickinson,,,,1872-08-24,M,rep,MD,2,,Democrat,,,,,,,,,,,,B000387,,,,,,401378,,,,648,Carville Benson
7402,Bland,William,Thomas,,,,1861-01-21,M,rep,MO,5,,Democrat,,,,,,,,,,,,B000547,,,,,,401522,,,,787,William Thomas Bland
7403,Booher,Charles,Ferris,,,,1848-01-31,M,rep,MO,4,,Democrat,,,,,,,,,,,,B000626,,,,,,401591,,,,850,Charles F. Booher
7404,Browning,William,John,,,,1850-04-11,M,rep,NJ,1,,Republican,,,,,,,,,,,,B000961,,,,,,401913,,,,1149,William J. Browning
7405,Brumbaugh,Clement,Laird,,,,1863-02-28,M,rep,OH,12,,Democrat,,,,,,,,,,,,B000975,,,,,,401927,,,,1160,Clement Laird Brumbaugh
7406,Burnett,John,Lawson,,,,1854-01-20,M,rep,AL,7,,Democrat,,,,,,,,,,,,B001121,,,,,,402066,,,,1291,John L. Burnett
7407,Caldwell,Charles,Pope,,,,1875-06-18,M,rep,NY,2,,Democrat,,,,,,,,,,,,C000030,,,,,,402191,,,,1404,C. Pope Caldwell
7408,Candler,Ezekiel,Samuel,Jr.,,,1862-01-18,M,rep,MS,1,,Democrat,,,,,,,,,,,,C000110,,,,,,402262,,,,1473,Ezekiel S. Candler Jr.
7409,Carlin,Charles,Creighton,,,,1866-04-08,M,rep,VA,-1,,Democrat,,,,,,,,,,,,C000151,,,,,,402300,,,,1508,Charles Creighton Carlin
7410,Clark,James,Beauchamp,,Champ,,1850-03-07,M,rep,MO,9,,Democrat,,,,,,,,,,,,C000437,,,,,,402575,,,,1769,Champ Clark
7411,Coady,Charles,Pearce,,,,1868-02-22,M,rep,MD,3,,Democrat,,,,,,,,,,,,C000541,,,,,,402674,,,,1862,Charles Pearce Coady
7412,Colt,LeBaron,Bradford,,,,1846-06-25,M,sen,RI,,2,Republican,,,,,,,,,,,,C000651,,,,,,402779,,,,1957,LeBaron Bradford Colt
7413,Costello,Peter,Edward,,,,1854-06-27,M,rep,PA,5,,Republican,,,,,,,,,,,,C000796,,,,,,402915,,,,2082,Peter E. Costello
7414,Currie,Gilbert,Archibald,,,,1882-09-19,M,rep,MI,10,,Republican,,,,,,,,,,,,C000998,,,,,,403105,,,,2259,Gilbert A. Currie
7415,Dent,Stanley,Hubert,Jr.,,,1869-08-16,M,rep,AL,2,,Democrat,,,,,,,,,,,,D000256,,,,,,403394,,,,2514,S. Hubert Dent Jr.
7416,Dewalt,Arthur,Granville,,,,1854-10-11,M,rep,PA,13,,Democrat,,,,,,,,,,,,D000288,,,,,,403413,,,,2536,Arthur Granville Dewalt
7417,Dial,Nathaniel,Barksdale,,,,1862-04-24,M,sen,SC,,2,Democrat,,,,,,,,,,,,D000298,,,,,,403421,,,,2552,Nathaniel B. Dial
7418,Donovan,Jerome,Francis,,,,1872-02-01,M,rep,NY,21,,Democrat,,,,,,,,,,,,D000423,,,,,,403536,,,,2664,Jerome F. Donovan
7419,Dooling,Peter,Joseph,,,,1857-02-15,M,rep,NY,15,,Democrat,,,,,,,,,,,,D000426,,,,,,403538,,,,2666,Peter J. Dooling
7420,Doremus,Frank,Ellsworth,,,,1865-08-31,M,rep,MI,1,,Democrat,,,,,,,,,,,,D000431,,,,,,403542,,,,2670,Frank Ellsworth Doremus
7421,Elkins,Davis,,,,,1876-01-24,M,sen,WV,,2,Republican,,,,,,,,,,,,E000109,,,,,,403800,,,,2898,Davis Elkins
7422,Ellsworth,Franklin,Fowler,,,,1879-07-10,M,rep,MN,2,,Republican,,,,,,,,,,,,E000145,,,,,,403836,,,,2934,Franklin Ellsworth
7423,Emerson,Henry,Ivory,,,,1871-03-15,M,rep,OH,22,,Republican,,,,,,,,,,,,E000171,,,,,,403862,,,,2959,Henry I. Emerson
7424,Esch,John,Jacob,,,,1861-03-20,M,rep,WI,7,,Republican,,,,,,,,,,,,E000212,,,,,,403899,,,,2988,John J. Esch
7425,Estopinal,Albert,,,,,1845-01-30,M,rep,LA,1,,Democrat,,,,,,,,,,,,E000224,,,,,,403910,,,,2996,Albert Estopinal
7426,Evans,Charles,Robley,,,,1866-08-09,M,rep,NV,0,,Democrat,,,,,,,,,,,,E000234,,,,,,403919,,,,3004,Charles R. Evans
7427,Fall,Albert,Bacon,,,,1861-11-26,M,sen,NM,,2,Republican,,,,,,,,,,,,F000011,,,,,,403973,,,,3053,Albert B. Fall
7428,Farr,John,Richard,,,,1857-07-18,M,rep,PA,10,,Republican,,,,,,,,,,,,F000029,,,,,,403991,,,,3068,John R. Farr
7429,Ferris,Scott,,,,,1877-11-03,M,rep,OK,6,,Democrat,,,,,,,,,,,,F000091,,,,,,404048,,,,3119,Scott Ferris
7430,Fitzgerald,John,Francis,,,,1863-02-11,M,rep,MA,10,,Democrat,,,,,,,,,,,,F000164,,,,,,404119,,,,3182,John F. Fitzgerald
7431,Fuller,Alvan,Tufts,,,,1878-02-27,M,rep,MA,9,,Republican,,,,,,,,,,,,F000405,,,,,,404346,,,,3391,Alvan T. Fuller
7432,Gallagher,Thomas,,,,,1850-07-06,M,rep,IL,8,,Democrat,,,,,,,,,,,,G000018,,,,,,404395,,,,3435,Thomas Gallagher (Illinois politician)
7433,Gandy,Harry,Luther,,,,1881-08-13,M,rep,SD,3,,Democrat,,,,,,,,,,,,G000037,,,,,,404413,,,,3450,Harry Gandy
7434,Gard,Warren,,,,,1873-07-02,M,rep,OH,3,,Democrat,,,,,,,,,,,,G000048,,,,,,404423,,,,3459,Warren Gard
7435,Garland,Mahlon,Morris,,,,1856-05-04,M,rep,PA,-1,,Republican,,,,,,,,,,,,G000068,,,,,,404441,,,,3478,Mahlon Morris Garland
7436,Godwin,Hannibal,Lafayette,,,,1873-11-03,M,rep,NC,6,,Democrat,,,,,,,,,,,,G000250,,,,,,404612,,,,3641,Hannibal Lafayette Godwin
7437,Goldfogle,Henry,Mayer,,,,1856-05-23,M,rep,NY,12,,Democrat,,,,,,,,,,,,G000260,,,,,,404622,,,,3651,Henry M. Goldfogle
7438,Goodall,Louis,Bertrand,,,,1851-09-23,M,rep,ME,1,,Republican,,,,,,,,,,,,G000276,,,,,,404638,,,,3665,Louis B. Goodall
7439,Goodwin,William,Shields,,,,1866-05-02,M,rep,AR,7,,Democrat,,,,,,,,,,,,G000304,,,,,,404663,,,,3689,William S. Goodwin
7440,Grigsby,George,Barnes,,,,1874-12-02,M,rep,AK,0,,,,,,,,,,,,,,G000474,,,,,,404819,,,,,George Barnes Grigsby
7441,Hamill,James,Alphonsus,,,,1877-03-30,M,rep,NJ,12,,Democrat,,,,,,,,,,,,H000099,,,,,,404981,,,,3980,James A. Hamill
7442,Hamilton,Edward,La Rue,,,,1857-12-09,M,rep,MI,4,,Republican,,,,,,,,,,,,H000108,,,,,,404990,,,,3989,Edward L. Hamilton
7443,Haskell,Reuben,Locke,,,,1878-10-05,M,rep,NY,10,,Republican,,,,,,,,,,,,H000319,,,,,,405192,,,,4173,Reuben L. Haskell
7444,Helm,Harvey,,,,,1865-12-02,M,rep,KY,-1,,Democrat,,,,,,,,,,,,H000461,,,,,,405326,,,,4291,Harvey Helm
7445,Hernández,Benigno,Cárdenas,,,,1862-02-13,M,rep,NM,1,,Republican,,,,,,,,,,,,H000532,,,,,,405394,,,,4356,Benigno C. Hernández
7446,Hersman,Hugh,Steel,,,,1872-07-08,M,rep,CA,8,,Democrat,,,,,,,,,,,,H000546,,,,,,405408,,,,4370,Hugh S. Hersman
7447,Hill,William,Henry,,,,1876-03-23,M,rep,NY,34,,Republican,,,,,,,,,,,,H000610,,,,,,405471,,,,4427,William Henry Hill (New York politician)
7448,Holland,Edward,Everett,,,,1861-02-26,M,rep,VA,2,,Democrat,,,,,,,,,,,,H000716,,,,,,405568,,,,4517,Edward Everett Holland
7449,Hulings,Willis,James,,,,1850-07-01,M,rep,PA,28,,Republican,,,,,,,,,,,,H000939,,,,,,405784,,,,4716,Willis James Hulings
7450,Igoe,William,Leo,,,,1879-10-19,M,rep,MO,11,,Democrat,,,,,,,,,,,,I000005,,,,,,405867,,,,4794,William L. Igoe
7451,Johnston,John,Brown,,,,1882-07-10,M,rep,NY,5,,Democrat,,,,,,,,,,,,J000190,,,,,,406085,,,,5004,John B. Johnston
7452,Juul,Niels,,,,,1859-04-27,M,rep,IL,7,,Republican,,,,,,,,,,,,J000282,,,,,,406174,,,,5087,Niels Juul
7453,Kennedy,Charles,Augustus,,,,1869-03-24,M,rep,IA,1,,Republican,,,,,,,,,,,,K000104,,,,,,406272,,,,5178,Charles A. Kennedy
7454,Kenyon,William,Squire,,,,1869-06-10,M,sen,IA,,2,Republican,,,,,,,,,,,,K000129,,,,,,406295,,,,5198,William S. Kenyon (Iowa politician)
7455,Kettner,William,,,,,1864-11-20,M,rep,CA,11,,Democrat,,,,,,,,,,,,K000155,,,,,,406319,,,,5221,William Kettner
7456,Lesher,John,Vandling,,,,1866-07-27,M,rep,PA,16,,Democrat,,,,,,,,,,,,L000250,,,,,,406753,,,,5615,John Vandling Lesher
7457,Lever,Asbury,Francis,,,,1875-01-05,M,rep,SC,7,,Democrat,,,,,,,,,,,,L000259,,,,,,406762,,,,5624,Asbury Francis Lever
7458,MacCrate,John,,,,,1885-03-29,M,rep,NY,3,,Republican,,,,,,,,,,,,M000002,,,,,,407032,,,,5870,John MacCrate
7459,Maher,James,Paul,,,,1865-11-03,M,rep,NY,7,,Democrat,,,,,,,,,,,,M000063,,,,,,407091,,,,5922,James P. Maher
7460,Mann,Edward,Coke,,,,1880-11-21,M,rep,SC,7,,Democrat,,,,,,,,,,,,M000101,,,,,,407125,,,,5956,Edward C. Mann
7461,Mays,James,Henry,,,,1868-06-29,M,rep,UT,2,,Democrat,,,,,,,,,,,,M000290,,,,,,407305,,,,6117,James Henry Mays
7462,McCormick,Joseph,Medill,,,,1877-05-16,M,sen,IL,,2,Republican,,,,,,,,,,,,M000369,,,,,,407374,,,,6181,Medill McCormick
7463,McGlennon,Cornelius,Augustine,,,,1878-12-10,M,rep,NJ,8,,Democrat,,,,,,,,,,,,M000450,,,,,,407449,,,,6254,Cornelius Augustine McGlennon
7464,McKiniry,Richard,Francis,,,,1878-03-23,M,rep,NY,23,,Democrat,,,,,,,,,,,,M000517,,,,,,407511,,,,6308,Richard F. McKiniry
7465,McLane,Patrick,,,,,1875-03-14,M,rep,PA,10,,Democrat,,,,,,,,,,,,M000536,,,,,,407528,,,,6324,Patrick McLane
7466,Monahan,James,Gideon,,,,1855-01-12,M,rep,WI,3,,Republican,,,,,,,,,,,,M000849,,,,,,407822,,,,6588,James G. Monahan
7467,Moon,John,Austin,,,,1855-04-22,M,rep,TN,3,,Democrat,,,,,,,,,,,,M000884,,,,,,407856,,,,6618,John A. Moon
7468,Moore,Joseph,Hampton,,,,1864-03-08,M,rep,PA,3,,Republican,,,,,,,,,,,,M000906,,,,,,407878,,,,6640,J. Hampton Moore
7469,Morgan,Dick,Thompson,,,,1853-12-06,M,rep,OK,8,,Republican,,,,,,,,,,,,M000947,,,,,,407915,,,,6675,Dick Thompson Morgan
7470,Nelson,Knute,,,,,1843-02-02,M,sen,MN,,2,Republican,,,,,,,,,,,,N000040,,,,,,408130,,,,6870,Knute Nelson
7471,Newberry,Truman,Handy,,,,1864-11-05,M,sen,MI,,2,Republican,,,,,,,,,,,,N000062,,,,,,408150,,,,6890,Truman Handy Newberry
7472,Nicholls,Samuel,Jones,,,,1885-05-07,M,rep,SC,4,,Democrat,,,,,,,,,,,,N000088,,,,,,408173,,,,6915,Samuel J. Nicholls
7473,Nichols,Charles,Archibald,,,,1876-08-25,M,rep,MI,13,,Republican,,,,,,,,,,,,N000090,,,,,,408175,,,,6917,Charles Archibald Nichols
7474,Olney,Richard,,,,,1871-01-05,M,rep,MA,14,,Democrat,,,,,,,,,,,,O000080,,,,,,408353,,,,7067,Richard Olney II
7475,Owen,Robert,Latham,,,,1856-02-02,M,sen,OK,,2,Democrat,,,,,,,,,,,,O000153,,,,,,408404,,,,7133,Robert Latham Owen
7476,Pell,Herbert,Claiborne,Jr.,,,1884-02-16,M,rep,NY,17,,Democrat,,,,,,,,,,,,P000194,,,,,,408598,,,,7311,Herbert Pell
7477,Phelan,Michael,Francis,,,,1875-10-22,M,rep,MA,7,,Democrat,,,,,,,,,,,,P000291,,,,,,408691,,,,7396,Michael Francis Phelan
7478,Platt,Edmund,,,,,1865-02-02,M,rep,NY,26,,Republican,,,,,,,,,,,,P000379,,,,,,408773,,,,7479,Edmund Platt
